Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,LCA_TaxId
"820|AF013606.1 Bacteroides uniformis RecA (recA) gene",246,0,388,73.45,73.71,99.65,135.66,2.29,245.53,1e-26,Bacteria,unk_k,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,820
155900|GQ874797.1 Uncultured organism clone 1041059767274 genomic sequence,1452,0,987,98.48,99.59,98.88,100.41,7.89,1450.8,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874798.1 Uncultured organism clone 1041059767276 genomic sequence,1860,0,932,99.79,100.0,99.79,100.0,8.77,1858.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874799.1 Uncultured organism clone 1041059767278 genomic sequence,9478,0,1637,99.39,100.0,99.39,100.0,27.76,9476.01,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874800.1 Uncultured organism clone 1041059767279 genomic sequence,3554,0,1052,99.05,100.0,99.05,100.0,16.58,3552.72,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874801.1 Uncultured organism clone 1041059767281 genomic sequence,5372,0,1325,99.92,100.0,99.92,100.0,18.81,5370.39,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874802.1 Uncultured organism clone 1041059767282 genomic sequence,2142,0,1261,93.26,94.77,98.41,105.52,8.31,2140.47,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874803.1 Uncultured organism clone 1041059767283 genomic sequence,3496,0,1612,99.69,100.0,99.69,100.0,10.75,3494.04,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874804.1 Uncultured organism clone 1041059767284 genomic sequence,3424,0,884,99.43,100.0,99.43,100.0,18.67,3422.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874805.1 Uncultured organism clone 1041059767286 genomic sequence,2932,0,1954,97.34,99.64,97.69,100.36,9.19,2929.63,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874806.1 Uncultured organism clone 1041059767288 genomic sequence,4410,1,2565,96.84,98.83,97.99,101.18,8.62,4406.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874807.1 Uncultured organism clone 1041059767289 genomic sequence,1942,0,1130,97.08,97.43,99.64,102.63,8.5,1940.63,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874813.1 Uncultured organism clone 1041059767298 genomic sequence,2740,0,1535,96.74,98.05,98.67,101.99,9.07,2738.14,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874814.1 Uncultured organism clone 1041059767299 genomic sequence,1520,0,1463,75.94,76.14,99.73,131.33,4.14,1518.23,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874815.1 Uncultured organism clone 1041059767300 genomic sequence,2974,0,1443,100.0,100.0,100.0,100.0,9.19,2972.25,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874816.1 Uncultured organism clone 1041059767302 genomic sequence,732,0,1158,60.62,62.35,97.23,160.39,3.96,730.6,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874817.1 Uncultured organism clone 1041059767304 genomic sequence,1836,0,1288,99.46,100.0,99.46,100.0,7.27,1834.44,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874818.1 Uncultured organism clone 1041059767306 genomic sequence,6102,0,1461,92.2,93.43,98.68,107.03,19.42,6100.23,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874819.1 Uncultured organism clone 1041059767307 genomic sequence,1842,0,1109,98.65,100.09,98.56,99.91,7.86,1840.65,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874822.1 Uncultured organism clone 1041059767313 genomic sequence,1456,0,1653,98.19,100.0,98.19,100.0,5.41,1454.0,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874823.1 Uncultured organism clone 1041059767315 genomic sequence,5612,0,1614,86.06,87.36,98.51,114.47,18.01,5610.04,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874824.1 Uncultured organism clone 1041059767317 genomic sequence,7956,0,1453,99.66,100.0,99.66,100.0,24.66,7954.24,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874825.1 Uncultured organism clone 1041059767319 genomic sequence,5640,0,998,99.8,100.0,99.8,100.0,26.03,5638.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874826.1 Uncultured organism clone 1041059767321 genomic sequence,2658,0,1226,98.53,98.78,99.75,101.24,9.39,2656.51,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874827.1 Uncultured organism clone 1041059767323 genomic sequence,5850,0,1096,99.18,100.0,99.18,100.0,24.63,5848.67,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874828.1 Uncultured organism clone 1041059767325 genomic sequence,3618,0,1309,98.17,98.78,99.38,101.24,12.18,3616.41,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874829.1 Uncultured organism clone 1041059767327 genomic sequence,17814,1,3545,99.8,100.39,99.41,99.61,24.05,17809.7,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874830.1 Uncultured organism clone 1041059767328 genomic sequence,760,0,931,68.64,68.96,99.53,145.02,3.54,758.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874832.1 Uncultured organism clone 1041059767331 genomic sequence,6456,0,1251,99.28,100.0,99.28,100.0,26.73,6454.48,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874834.1 Uncultured organism clone 1041059767335 genomic sequence,2868,0,1290,99.07,99.92,99.15,100.08,9.89,2866.44,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874836.1 Uncultured organism clone 1041059767339 genomic sequence,14562,1,2581,99.69,100.0,99.69,100.0,25.97,14558.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874838.1 Uncultured organism clone 1041059767342 genomic sequence,7274,0,1531,96.86,98.04,98.8,102.0,23.42,7272.14,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874839.1 Uncultured organism clone 1041059767343 genomic sequence,3876,0,2240,81.16,81.88,99.13,122.14,7.59,3873.28,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874842.1 Uncultured organism clone 1041059767348 genomic sequence,1154,0,968,99.17,100.0,99.17,100.0,6.93,1152.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874843.1 Uncultured organism clone 1041059767350 genomic sequence,2110,0,1063,99.25,99.34,99.91,100.66,9.53,2108.71,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874844.1 Uncultured organism clone 1041059767352 genomic sequence,4976,0,997,99.7,100.1,99.6,99.9,24.75,4974.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874846.1 Uncultured organism clone 1041059767356 genomic sequence,3144,0,1678,98.57,99.88,98.69,100.12,9.79,3141.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874847.1 Uncultured organism clone 1041059767357 genomic sequence,7488,1,2565,99.73,100.0,99.73,100.0,12.93,7484.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874848.1 Uncultured organism clone 1041059767358 genomic sequence,4536,0,1124,99.38,100.0,99.38,100.0,19.68,4534.64,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874850.1 Uncultured organism clone 1041059767362 genomic sequence,1286,0,1004,97.41,98.51,98.89,101.52,6.76,1284.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874851.1 Uncultured organism clone 1041059767364 genomic sequence,1742,0,1180,92.97,94.07,98.83,106.31,7.29,1740.57,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874852.1 Uncultured organism clone 1041059767366 genomic sequence,5662,0,2421,99.46,99.75,99.71,100.25,9.8,5659.06,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874853.1 Uncultured organism clone 1041059767367 genomic sequence,4100,0,1787,99.89,100.0,99.89,100.0,10.17,4097.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874855.1 Uncultured organism clone 1041059767369 genomic sequence,4890,0,1325,99.47,100.0,99.47,100.0,18.54,4888.39,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874856.1 Uncultured organism clone 1041059767370 genomic sequence,3450,0,1562,99.68,100.0,99.68,100.0,10.14,3448.11,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874862.1 Uncultured organism clone 1041059767379 genomic sequence,1720,0,1003,99.8,100.0,99.8,100.0,8.49,1718.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874863.1 Uncultured organism clone 1041059767381 genomic sequence,2520,0,995,99.3,99.4,99.9,100.61,10.22,2518.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874866.1 Uncultured organism clone 1041059767387 genomic sequence,878,0,1378,86.14,87.74,98.18,113.98,4.17,876.33,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874868.1 Uncultured organism clone 1041059767390 genomic sequence,5492,0,963,99.58,100.0,99.58,100.0,26.29,5490.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874869.1 Uncultured organism clone 1041059767392 genomic sequence,6714,0,1668,99.04,100.0,99.04,100.0,21.6,6711.98,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874873.1 Uncultured organism clone 1041059767397 genomic sequence,3120,0,1299,99.62,100.0,99.62,100.0,10.56,3118.42,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874874.1 Uncultured organism clone 1041059767399 genomic sequence,2594,0,895,99.66,100.0,99.66,100.0,12.99,2592.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874875.1 Uncultured organism clone 1041059767401 genomic sequence,2694,0,1497,71.08,75.42,94.24,132.6,12.71,2692.18,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,,
155900|GQ874876.1 Uncultured organism clone 1041059767403 genomic sequence,3854,0,1793,99.89,100.0,99.89,100.0,10.22,3851.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874878.1 Uncultured organism clone 1041059767407 genomic sequence,4452,0,926,99.46,100.11,99.35,99.89,23.01,4450.88,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874881.1 Uncultured organism clone 1041059767412 genomic sequence,3044,0,1794,92.2,94.87,97.18,105.41,8.5,3041.82,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874882.1 Uncultured organism clone 1041059767413 genomic sequence,2908,0,1614,97.58,97.71,99.87,102.35,10.59,2906.04,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874883.1 Uncultured organism clone 1041059767414 genomic sequence,2568,0,1587,86.89,87.65,99.14,114.09,10.17,2566.08,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874888.1 Uncultured organism clone 1041059767424 genomic sequence,3122,0,1959,81.52,83.15,98.04,120.26,7.77,3119.62,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874893.1 Uncultured organism clone 1041059767432 genomic sequence,6612,0,1541,99.74,100.0,99.74,100.0,21.5,6610.13,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874898.1 Uncultured organism clone 1041059767438 genomic sequence,10204,0,1709,99.59,100.0,99.59,100.0,26.91,10201.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874900.1 Uncultured organism clone 1041059767441 genomic sequence,4546,0,1849,99.73,100.0,99.73,100.0,11.39,4543.76,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874901.1 Uncultured organism clone 1041059767442 genomic sequence,4824,0,1440,100.0,100.07,99.93,99.93,13.86,4822.25,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874902.1 Uncultured organism clone 1041059767444 genomic sequence,738,0,1064,89.0,89.19,99.79,112.12,3.25,736.71,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874904.1 Uncultured organism clone 1041059767448 genomic sequence,10980,1,3025,99.97,100.07,99.9,99.93,17.54,10976.33,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874906.1 Uncultured organism clone 1041059767450 genomic sequence,7480,0,908,100.0,100.0,100.0,100.0,34.18,7478.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874908.1 Uncultured organism clone 1041059767454 genomic sequence,11954,1,2617,99.2,100.04,99.16,99.96,22.18,11950.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874910.1 Uncultured organism clone 1041059767456 genomic sequence,1292,0,806,96.03,96.03,100.0,104.13,7.8,1291.02,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874911.1 Uncultured organism clone 1041059767458 genomic sequence,2792,0,1382,99.93,100.0,99.93,100.0,8.57,2790.32,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874912.1 Uncultured organism clone 1041059767460 genomic sequence,6260,0,1375,99.49,99.93,99.56,100.07,22.86,6258.33,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874913.1 Uncultured organism clone 1041059767462 genomic sequence,7130,0,1502,99.8,99.93,99.87,100.07,24.5,7128.18,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874915.1 Uncultured organism clone 1041059767464 genomic sequence,2960,0,1474,93.22,94.17,98.99,106.2,9.61,2958.21,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874916.1 Uncultured organism clone 1041059767465 genomic sequence,4480,0,1253,99.76,100.24,99.52,99.76,17.78,4478.48,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874920.1 Uncultured organism clone 1041059767471 genomic sequence,7448,0,1848,100.0,100.16,99.84,99.84,17.54,7445.76,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874921.1 Uncultured organism clone 1041059767472 genomic sequence,2524,0,994,100.0,100.0,100.0,100.0,12.59,2522.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874922.1 Uncultured organism clone 1041059767474 genomic sequence,2302,0,1303,99.69,100.0,99.69,100.0,8.24,2300.42,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874923.1 Uncultured organism clone 1041059767476 genomic sequence,4216,0,914,99.56,100.11,99.45,99.89,22.52,4214.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874924.1 Uncultured organism clone 1041059767478 genomic sequence,8428,0,1633,99.39,100.06,99.33,99.94,25.36,8426.02,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874925.1 Uncultured organism clone 1041059767479 genomic sequence,5254,0,1164,99.83,100.0,99.83,100.0,20.74,5252.59,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874926.1 Uncultured organism clone 1041059767481 genomic sequence,2930,0,1122,100.0,100.0,100.0,100.0,11.52,2928.64,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874928.1 Uncultured organism clone 1041059767484 genomic sequence,3128,0,1203,99.67,100.08,99.58,99.92,12.12,3126.54,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874931.1 Uncultured organism clone 1041059767489 genomic sequence,3940,0,1623,99.57,100.06,99.51,99.94,11.69,3938.03,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874935.1 Uncultured organism clone 1041059767496 genomic sequence,5976,0,1313,99.62,100.08,99.54,99.92,22.02,5974.41,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874936.1 Uncultured organism clone 1041059767498 genomic sequence,2492,0,1352,99.93,100.3,99.63,99.71,9.34,2490.36,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874937.1 Uncultured organism clone 1041059767500 genomic sequence,2788,0,811,99.75,100.0,99.75,100.0,17.48,2787.02,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874938.1 Uncultured organism clone 1041059767502 genomic sequence,4616,0,1849,99.62,100.22,99.41,99.78,12.52,4613.76,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874939.1 Uncultured organism clone 1041059767503 genomic sequence,6126,0,2121,99.86,100.05,99.81,99.95,12.83,6123.43,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874944.1 Uncultured organism clone 1041059767512 genomic sequence,1554,0,1528,92.54,94.44,97.99,105.89,5.21,1552.15,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874945.1 Uncultured organism clone 1041059767514 genomic sequence,3928,0,1524,100.0,100.0,100.0,100.0,12.37,3926.15,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874946.1 Uncultured organism clone 1041059767515 genomic sequence,1412,0,1077,98.89,99.91,98.98,100.09,8.78,1410.69,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874947.1 Uncultured organism clone 1041059767517 genomic sequence,944,0,557,96.41,96.41,100.0,103.72,7.47,943.32,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874948.1 Uncultured organism clone 1041059767519 genomic sequence,4844,0,1013,99.7,100.0,99.7,100.0,22.22,4842.77,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874952.1 Uncultured organism clone 1041059767526 genomic sequence,9160,0,1026,97.47,100.29,97.18,99.71,48.46,9158.76,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874953.1 Uncultured organism clone 1041059767528 genomic sequence,1188,0,1059,96.03,98.96,97.04,101.05,6.86,1186.72,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874954.1 Uncultured organism clone 1041059767530 genomic sequence,6428,0,1324,99.32,100.08,99.25,99.92,23.19,6426.39,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874957.1 Uncultured organism clone 1041059767535 genomic sequence,1476,0,1531,85.56,87.13,98.2,114.77,5.2,1474.14,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874958.1 Uncultured organism clone 1041059767536 genomic sequence,2422,0,1392,98.13,99.86,98.27,100.14,9.49,2420.31,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874960.1 Uncultured organism clone 1041059767539 genomic sequence,8900,0,1861,99.36,100.27,99.09,99.73,22.66,8897.74,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874962.1 Uncultured organism clone 1041059767542 genomic sequence,2528,0,1293,98.14,98.45,99.69,101.57,8.72,2526.43,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874963.1 Uncultured organism clone 1041059767544 genomic sequence,14278,1,2794,99.53,99.86,99.68,100.14,25.69,14274.61,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874964.1 Uncultured organism clone 1041059767545 genomic sequence,830,0,1351,59.07,59.07,100.0,169.3,3.1,828.36,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874968.1 Uncultured organism clone 1041059767552 genomic sequence,3580,0,1152,100.0,100.09,99.91,99.91,14.23,3578.6,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874969.1 Uncultured organism clone 1041059767553 genomic sequence,4232,0,1486,99.66,100.0,99.66,100.0,13.36,4230.2,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874970.1 Uncultured organism clone 1041059767554 genomic sequence,1646,0,978,96.22,96.42,99.79,103.71,7.9,1644.81,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874974.1 Uncultured organism clone 1041059767562 genomic sequence,2090,0,972,99.07,100.0,99.07,100.0,11.14,2088.82,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874975.1 Uncultured organism clone 1041059767564 genomic sequence,944,0,1007,89.47,90.37,99.01,110.66,5.08,942.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874976.1 Uncultured organism clone 1041059767566 genomic sequence,6146,0,1898,100.0,100.0,100.0,100.0,16.38,6143.7,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874977.1 Uncultured organism clone 1041059767568 genomic sequence,5678,0,1391,99.5,100.36,99.14,99.64,19.28,5676.31,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874978.1 Uncultured organism clone 1041059767570 genomic sequence,6944,0,1832,99.51,100.0,99.51,100.0,20.15,6941.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874979.1 Uncultured organism clone 1041059767571 genomic sequence,2760,0,1777,98.59,100.0,98.59,100.0,8.19,2757.84,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874980.1 Uncultured organism clone 1041059767572 genomic sequence,1654,0,910,99.89,100.11,99.78,99.89,10.68,1652.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874981.1 Uncultured organism clone 1041059767574 genomic sequence,2298,0,1214,99.51,100.25,99.26,99.75,9.45,2296.53,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874989.1 Uncultured organism clone 1041059767588 genomic sequence,6290,0,1467,99.73,100.0,99.73,100.0,21.78,6288.22,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
